x1,x2,t
19.763592730753565,9.851213906239314,0
13.831991149603365,15.336863431338225,1
29.87340049891614,24.54311096691482,1
17.40091802401605,-0.00869180638414889,0
16.717703801842706,10.43240935564926,0
12.949048201125462,9.701765082017191,0
20.743125936494504,3.5055975974716067,0
23.15259005039432,13.804389102064132,0
32.8165519238774,5.220052911343669,0
14.600054013900142,5.856527428110491,0
7.940592611720809,10.268807101728541,1
33.79824834310618,16.851413774028824,0
29.106936381640395,19.951835842470803,0
18.02954673768974,21.689985708752452,1
20.945238653043987,9.497489130699776,0
34.112710327498974,2.550792761500956,0
7.765055387825663,13.725211036977775,1
23.792719557832115,3.900779094895647,0
14.748666032324008,22.735481744954406,1
23.009836186392064,21.924686962550194,1
20.253098375123702,10.088007694456836,0
25.659809423554442,16.577578952749448,0
31.8197105083369,6.47012651298294,0
2.0290235566447077,19.72211409576778,1
13.423477571075477,14.847524884733676,1
34.928245631410356,12.6069322004428,0
16.016505047318862,16.08512240654851,1
31.095362761222567,10.220892699844315,0
14.758009933230325,19.826007588533752,1
12.093134731251178,11.937409911393623,1
9.120914715926386,5.916326815908646,0
23.20295837363987,6.459247341320567,0
29.178212353985096,9.1342873718382,0
9.483272546167903,16.160080882887033,1
17.981392747916757,10.84008910052561,0
33.59058340529344,11.04964690603848,0
31.928530087591064,7.510654184909608,0
12.175258278174867,24.25510937496124,1
24.070163978576485,22.978681211235227,1
2.699273942436805,8.890832864314962,1
18.23549901773317,12.320358710499699,0
12.89835424706528,12.10322057976777,1
22.97507919212043,22.134300535092233,1
15.391436105524148,23.518818998840086,1
24.559692770968624,0.6741834861240417,0
25.327673806393804,17.243245980791205,0
14.02022420714437,1.285069245463908,0
25.35502906722462,14.115149195170776,0
5.786261528532354,17.89205878876413,1
29.107825484107877,17.03266667697452,0
13.000690786410654,20.286184675972265,1
12.0651321642126,10.917391912157543,1
3.9432637694831776,12.089717745397188,1
10.524373009990066,7.488177758537075,0
26.203039124598053,17.898021121359,0
27.655974390482218,23.776360787591752,1
25.441428753112543,14.302819015041226,0
10.236248495135204,20.06828844785197,1
33.35907479756296,0.3502116304312366,0
6.741318115804308,2.3376100100561574,0
9.448335971797334,22.196018039076886,1
7.5362891559104455,14.136757575315576,1
28.871900393343527,8.490639420924763,0
16.27051458166315,12.148315556808148,0
18.505672172796018,19.95357475927436,1
17.512150579293976,13.749343603207274,1
26.21624322536859,20.115771907944392,1
9.315882192022029,6.165130704314923,0
8.906463139322161,21.05032626298973,1
27.407345578492343,6.346852820616612,0
22.67952155117837,3.075364183362394,0
21.063471979279623,15.281627211424794,0
34.46515477645483,17.98682528711836,0
31.396425122903068,6.812900337234513,0
8.24668131513837,4.552160259382706,0
14.809008119930537,13.821220373516525,1
2.160773719555665,9.945076496656107,1
22.47943622265054,1.7756482504297146,0
19.253079433594944,16.8388340309618,1
32.56542759422106,2.6241237230097765,0
32.00100537107064,8.917719061834848,0
24.404835520328138,12.845500447093295,0
2.9417754877392746,1.2719116975881621,0
27.269558033437374,6.335730541046064,0
5.889831864587768,10.677750462663198,1
9.230979297677878,5.533231871950106,0
2.2320138023333564,24.170702879227846,1
9.413172248252785,8.390470747165406,1
16.251058056006993,6.226502030502471,0
20.303882599373594,12.79937285383138,0
28.35505913298898,2.4600294954005637,0
14.833977595503335,0.21037880831913114,0
9.670701330585823,5.58797731746323,0
32.16764173583559,11.709252759767544,0
28.959045326615506,3.5829603342246568,0
9.142974142618066,15.338620475713984,1
34.64686458141756,13.769465168794028,0
17.700505637010785,22.422117152867283,1
15.144293364923895,13.13026537915559,1
26.581191581922205,0.5723141222497173,0
6.279010899087727,12.267156241364976,1
9.202120658968012,9.178473276088619,1
24.810330580331794,4.72090209311044,0
15.933691512184891,3.730875167519215,0
28.82083893722083,8.477167230428863,0
34.34442665018853,16.866811164233685,0
31.23079874430915,16.040687875887137,0
21.53306578786271,13.337570889047948,0
19.877544115156315,22.150177462716787,1
2.685331068055597,21.385278406904124,1
32.47864601527965,14.22999112269189,0
24.64946826014993,9.742162427577115,0
4.416242161325613,6.624908340741646,1
25.73236869392963,16.70001585937152,0
2.780199755161661,9.127181029424445,1
7.301822104955192,18.595657070558588,1
21.057938079288984,10.64067948128591,0
14.283996445648112,21.04372858708982,1
9.921541462040619,5.8680716486273115,0
22.15240854180396,11.041055917219207,0
28.875884237421836,8.590033125270407,0
11.628267445519908,4.669949528454401,0
